group	module_no	p-value-rank	log2foldRatio	# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
CIR	0	60	6.292	GO:1902106	BP	e	negative regulation of leukocyte differentiation	3/8	99/20424	6.0784910248574235e-06	7	3	0.001587516410203865	ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	60	6.292	GO:0008584	BP	e	male gonad development	3/8	99/20424	6.0784910248574235e-06	5	3	0.001587516410203865	ENSG00000087510, ENSG00000091831, ENSG00000169083
CIR	0	61	6.264	GO:1903707	BP	e	negative regulation of hemopoiesis	3/8	101/20424	6.455938896266301e-06	6	3	0.0016579927075427905	ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	62	4.853	GO:0048729	BP	e	tissue morphogenesis	4/8	366/20424	6.708911218690456e-06	3	4	0.0016947149667016594	ENSG00000091831, ENSG00000136997, ENSG00000137203, ENSG00000169083
CIR	0	63	3.354	GO:0070887	BP	e	cellular response to chemical stimulus	6/8	1661/20424	6.957086849406625e-06	3	6	0.001729060504233979	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000169083
CIR	0	64	4.834	GO:0071407	BP	e	cellular response to organic cyclic compound	4/8	371/20424	7.07905522554294e-06	5	4	0.0017314470154030342	ENSG00000091831, ENSG00000136997, ENSG00000140009, ENSG00000169083
CIR	0	65	8.862	GO:0060736	BP	e	prostate gland growth	2/8	11/20424	7.370970762173543e-06	4	2	0.0017746763824114395	ENSG00000091831, ENSG00000169083
CIR	0	66	2.419	GO:0010468	BP	e	regulation of gene expression	8/8	4699/20424	7.814899438721797e-06	5	8	0.0018526120838656024	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	67	2.414	GO:0048523	BP	e	negative regulation of cellular process	8/8	4719/20424	8.085197478896952e-06	4	8	0.0018876486053382292	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	68	6.091	GO:0002761	BP	e	regulation of myeloid leukocyte differentiation	3/8	114/20424	9.293180884826363e-06	7	3	0.0021372928993177525	ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	69	3.863	GO:0003006	BP	e	developmental process involved in reproduction	5/8	942/20424	1.0294132416493042e-05	2	5	0.002332680682437372	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	70	6.03	GO:0008406	BP	e	gonad development	3/8	119/20424	1.0572504900888617e-05	4	3	0.002361039536489749	ENSG00000087510, ENSG00000091831, ENSG00000169083
CIR	0	71	8.415	GO:0030852	BP	e	regulation of granulocyte differentiation	2/8	15/20424	1.4060830239458569e-05	8	2	0.0030951904737116726	ENSG00000131759, ENSG00000159216
CIR	0	72	2.727	GO:0048856	BP	e	anatomical structure development	7/8	3180/20424	1.5247298576832253e-05	2	7	0.00330909329254096	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	73	2.319	GO:0048519	BP	e	negative regulation of biological process	8/8	5121/20424	1.5557202723310656e-05	3	8	0.0033294574550485263	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	74	8.322	GO:0060749	BP	e	mammary gland alveolus development	2/8	16/20424	1.60663722819151e-05	3	2	0.003391325075233284	ENSG00000091831, ENSG00000169083
CIR	0	75	2.241	GO:0051171	BP	e	regulation of nitrogen compound metabolic process	8/8	5482/20424	2.6838736875091855e-05	4	8	0.005588622925787708	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	76	2.231	GO:0048522	BP	e	positive regulation of cellular process	8/8	5526/20424	2.8612416998797512e-05	4	8	0.005878516447126279	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	77	7.865	GO:0060740	BP	e	prostate gland epithelium morphogenesis	2/8	22/20424	3.0891430706340676e-05	5	2	0.006263237575710572	ENSG00000091831, ENSG00000169083
CIR	0	78	2.208	GO:0080090	BP	e	regulation of primary metabolic process	8/8	5639/20424	3.364560905366705e-05	4	8	0.006733054414389034	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	82	3.487	GO:0051094	BP	e	positive regulation of developmental process	5/8	1250/20424	4.0825461539624705e-05	4	5	0.008065122267488168	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	85	4.178	GO:0009725	BP	e	response to hormone	4/8	597/20424	4.606923663492065e-05	4	4	0.0089246987305579	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	85	2.163	GO:0031323	BP	e	regulation of cellular metabolic process	8/8	5869/20424	4.6334992435890196e-05	4	8	0.0089246987305579	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	86	5.275	GO:0045637	BP	e	regulation of myeloid cell differentiation	3/8	203/20424	5.222498800090465e-05	6	3	0.009915076058691574	ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	86	3.418	GO:1901700	BP	e	response to oxygen-containing compound	5/8	1318/20424	5.2763724888877225e-05	3	5	0.009915076058691574	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
CIR	0	87	2.906	GO:0050793	BP	e	regulation of developmental process	6/8	2358/20424	5.3572313873531395e-05	3	6	0.009945732343099341	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	88	2.135	GO:0048518	BP	e	positive regulation of biological process	8/8	6020/20424	5.678323941924573e-05	3	8	0.010416344478704254	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	89	2.131	GO:0060255	BP	e	regulation of macromolecule metabolic process	8/8	6043/20424	5.854323044192757e-05	4	8	0.01061285456329014	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	90	3.382	GO:0071310	BP	e	cellular response to organic substance	5/8	1354/20424	6.010662253204834e-05	4	5	0.010769569146468986	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
CIR	0	91	3.341	GO:0042981	BP	e	regulation of apoptotic process	5/8	1398/20424	7.014497980580058e-05	6	5	0.012423724066983692	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
CIR	0	92	3.335	GO:0051240	BP	e	positive regulation of multicellular organismal process	5/8	1404/20424	7.160980647633946e-05	4	5	0.012539039863567211	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	94	3.315	GO:0043067	BP	e	regulation of programmed cell death	5/8	1426/20424	7.718728266599267e-05	5	5	0.013363807175284056	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
CIR	0	95	3.97	GO:0071495	BP	e	cellular response to endogenous stimulus	4/8	696/20424	8.388506244607544e-05	3	4	0.014226833752490979	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	95	7.158	GO:0035265	BP	e	organ growth	2/8	36/20424	8.401855224068266e-05	3	2	0.014226833752490979	ENSG00000091831, ENSG00000169083
CIR	0	96	3.289	GO:0022414	BP	e	reproductive process	5/8	1455/20424	8.50534822015052e-05	1	5	0.014245533774380368	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	97	3.96	GO:0008285	BP	e	negative regulation of cell population proliferation	4/8	701/20424	8.625772010215253e-05	5	4	0.014291883968323316	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
CIR	0	98	2.801	GO:0042221	BP	e	response to chemical	6/8	2566/20424	8.729872852388173e-05	2	6	0.01431049050877121	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000169083
CIR	0	99	2.794	GO:0051239	BP	e	regulation of multicellular organismal process	6/8	2581/20424	9.028165312941501e-05	3	6	0.014643684137591114	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	100	3.254	GO:0045595	BP	e	regulation of cell differentiation	5/8	1495/20424	9.691906062975713e-05	4	5	0.015556518804624246	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	101	3.25	GO:0044093	BP	e	positive regulation of molecular function	5/8	1499/20424	9.817334113372909e-05	3	5	0.015595391892058058	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
CIR	0	102	7.007	GO:0033574	BP	e	response to testosterone	2/8	40/20424	0.00010394145937348798	5	2	0.01634320354577629	ENSG00000136997, ENSG00000169083
CIR	0	103	6.972	GO:0071392	BP	e	cellular response to estradiol stimulus	2/8	41/20424	0.00010925037794855444	6	2	0.01700443508898258	ENSG00000091831, ENSG00000140009
CIR	0	104	2.041	GO:0019222	BP	e	regulation of metabolic process	8/8	6555/20424	0.00011225218385540076	3	8	0.01719374064337518	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	104	4.913	GO:0051091	BP	e	positive regulation of DNA-binding transcription factor activity	3/8	263/20424	0.00011269828054908776	11	3	0.01719374064337518	ENSG00000091831, ENSG00000140009, ENSG00000169083
CIR	0	105	2.741	GO:0051716	BP	e	cellular response to stimulus	6/8	2694/20424	0.00011554319019527178	2	6	0.017454951154107282	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000169083
CIR	0	106	3.192	GO:0010941	BP	e	regulation of cell death	5/8	1569/20424	0.0001222575945178865	4	5	0.018289973533263233	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
CIR	0	107	4.84	GO:1902105	BP	e	regulation of leukocyte differentiation	3/8	277/20424	0.0001314064368817098	6	3	0.019469632556829482	ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	108	6.777	GO:0048146	BP	e	positive regulation of fibroblast proliferation	2/8	47/20424	0.00014385471376635427	6	2	0.02111102175643574	ENSG00000091831, ENSG00000136997
CIR	0	109	6.747	GO:0002762	BP	e	negative regulation of myeloid leukocyte differentiation	2/8	48/20424	0.00015007984893634403	8	2	0.02181679615339741	ENSG00000131759, ENSG00000136997
CIR	0	111	4.762	GO:0002009	BP	e	morphogenesis of an epithelium	3/8	293/20424	0.00015515033795135804	4	3	0.022114821746559765	ENSG00000091831, ENSG00000136997, ENSG00000169083
CIR	0	111	6.717	GO:0043370	BP	e	regulation of CD4-positive, alpha-beta T cell differentiation	2/8	49/20424	0.00015643556170906708	10	2	0.022114821746559765	ENSG00000131759, ENSG00000159216
CIR	0	111	6.717	GO:0046638	BP	e	positive regulation of alpha-beta T cell differentiation	2/8	49/20424	0.00015643556170906708	10	2	0.022114821746559765	ENSG00000131759, ENSG00000159216
CIR	0	112	3.745	GO:0045597	BP	e	positive regulation of cell differentiation	4/8	823/20424	0.00016089932310258266	5	4	0.022539069724433602	ENSG00000131759, ENSG00000136997, ENSG00000159216, ENSG00000169083
CIR	0	113	6.66	GO:0060688	BP	e	regulation of morphogenesis of a branching structure	2/8	51/20424	0.0001695384099720354	5	2	0.0235352915248567	ENSG00000091831, ENSG00000169083
CIR	0	117	2.606	GO:0032501	BP	e	multicellular organismal process	6/8	3011/20424	0.0002186715866791908	1	6	0.03008491499231831	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	118	6.452	GO:1902893	BP	e	regulation of pri-miRNA transcription by RNA polymerase II	2/8	59/20424	0.00022715741431118716	11	2	0.0307374426788482	ENSG00000131759, ENSG00000136997
CIR	0	118	3.626	GO:0008284	BP	e	positive regulation of cell population proliferation	4/8	900/20424	0.00022740401488666978	5	4	0.0307374426788482	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	121	6.336	GO:1905330	BP	e	regulation of morphogenesis of an epithelium	2/8	64/20424	0.00026738791055578085	5	2	0.03582765490220893	ENSG00000091831, ENSG00000169083
CIR	0	122	6.292	GO:2000514	BP	e	regulation of CD4-positive, alpha-beta T cell activation	2/8	66/20424	0.00028438603238078525	9	2	0.03745388352953436	ENSG00000131759, ENSG00000159216
CIR	0	122	6.292	GO:0046637	BP	e	regulation of alpha-beta T cell differentiation	2/8	66/20424	0.00028438603238078525	9	2	0.03745388352953436	ENSG00000131759, ENSG00000159216
CIR	0	123	4.466	GO:1903706	BP	e	regulation of hemopoiesis	3/8	363/20424	0.0002918096663981673	5	3	0.03763377454385843	ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	123	6.271	GO:0046635	BP	e	positive regulation of alpha-beta T cell activation	2/8	67/20424	0.0002930789113675782	9	2	0.03763377454385843	ENSG00000131759, ENSG00000159216
CIR	0	123	6.271	GO:0071300	BP	e	cellular response to retinoic acid	2/8	67/20424	0.0002930789113675782	6	2	0.03763377454385843	ENSG00000131759, ENSG00000136997
CIR	0	124	3.506	GO:0009719	BP	e	response to endogenous stimulus	4/8	986/20424	0.0003232528533815087	2	4	0.04116531584922039	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	125	2.182	GO:0032502	BP	e	developmental process	7/8	5050/20424	0.0003532080953104246	1	7	0.04461134049703551	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	126	6.073	GO:0048145	BP	e	regulation of fibroblast proliferation	2/8	77/20424	0.0003870960204453367	5	2	0.04504212193848177	ENSG00000091831, ENSG00000136997
CIR	0	126	11.319	GO:1904619	BP	e	response to dimethyl sulfoxide	1/8	1/20424	0.0003916960438546666	4	1	0.04504212193848177	ENSG00000136997
CIR	0	126	11.319	GO:0046722	BP	e	lactic acid secretion	1/8	1/20424	0.0003916960438546666	13	1	0.04504212193848177	ENSG00000136997
CIR	0	126	11.319	GO:0019102	BP	e	male somatic sex determination	1/8	1/20424	0.0003916960438546666	5	1	0.04504212193848177	ENSG00000169083
CIR	0	126	11.319	GO:1990646	BP	e	cellular response to prolactin	1/8	1/20424	0.0003916960438546666	8	1	0.04504212193848177	ENSG00000136997
CIR	0	126	11.319	GO:0071378	BP	e	cellular response to growth hormone stimulus	1/8	1/20424	0.0003916960438546666	8	1	0.04504212193848177	ENSG00000136997
CIR	0	126	11.319	GO:0060010	BP	e	Sertoli cell fate commitment	1/8	1/20424	0.0003916960438546666	5	1	0.04504212193848177	ENSG00000131759
CIR	0	126	11.319	GO:0090095	BP	e	regulation of metanephric cap mesenchymal cell proliferation	1/8	1/20424	0.0003916960438546666	6	1	0.04504212193848177	ENSG00000136997
CIR	0	126	11.319	GO:1904620	BP	e	cellular response to dimethyl sulfoxide	1/8	1/20424	0.0003916960438546666	5	1	0.04504212193848177	ENSG00000136997
CIR	0	126	11.319	GO:0060520	BP	e	activation of prostate induction by androgen receptor signaling pathway	1/8	1/20424	0.0003916960438546666	9	1	0.04504212193848177	ENSG00000169083
CIR	0	126	11.319	GO:0003409	BP	e	optic cup structural organization	1/8	1/20424	0.0003916960438546666	3	1	0.04504212193848177	ENSG00000137203
CIR	0	126	11.319	GO:0090096	BP	e	positive regulation of metanephric cap mesenchymal cell proliferation	1/8	1/20424	0.0003916960438546666	7	1	0.04504212193848177	ENSG00000136997
CIR	0	1	4.298	GO:0000785	CC	e	chromatin	8/8	1094/20424	6.614038804451575e-11	2	8	1.305611259998741e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	58	2.671	GO:0005654	CC	e	nucleoplasm	8/8	3804/20424	1.4394424696391845e-06	2	8	0.0014207297175338751	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	93	4.441	GO:0005667	CC	e	transcription regulator complex	4/8	493/20424	2.1736432128468388e-05	2	4	0.013110133960576947	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	93	2.242	GO:0005634	CC	e	nucleus	8/8	5475/20424	2.6565620994076898e-05	5	8	0.013110133960576947	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	120	5.035	GO:0090575	CC	e	RNA polymerase II transcription regulator complex	3/8	241/20424	8.697859336295505e-05	3	3	0.03433914865969465	ENSG00000131759, ENSG00000136997, ENSG00000159216
CIR	0	3	4.176	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	8/8	1196/20424	1.3524765283167617e-10	9	8	3.765872168525977e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	3	4.152	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	8/8	1217/20424	1.5551815686665196e-10	8	8	3.765872168525977e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	4	3.998	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	8/8	1364/20424	3.8819728188961764e-10	3	8	5.01872793259951e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	4	3.951	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	8/8	1412/20424	5.122939911654742e-10	8	8	5.01872793259951e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	4	3.949	GO:0003700	MF	e	DNA-binding transcription factor activity	8/8	1414/20424	5.181424667147956e-10	2	8	5.01872793259951e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	5	3.864	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	8/8	1506/20424	8.589756524582625e-10	7	8	6.006465473089743e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	5	3.862	GO:0001067	MF	e	regulatory region nucleic acid binding	8/8	1508/20424	8.681655649727071e-10	4	8	6.006465473089743e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	6	3.814	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	8/8	1563/20424	1.157039888275175e-09	6	8	7.004430223645842e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	8	3.736	GO:0003690	MF	e	double-stranded DNA binding	8/8	1657/20424	1.847988680755942e-09	5	8	9.302142298326378e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	8	3.73	GO:0043565	MF	e	sequence-specific DNA binding	8/8	1665/20424	1.920739685799376e-09	5	8	9.302142298326378e-07	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	9	7.598	GO:0004879	MF	e	nuclear receptor activity	4/8	53/20424	2.8063638187831824e-09	4	4	1.1326016645305794e-06	ENSG00000091831, ENSG00000131759, ENSG00000140009, ENSG00000169083
CIR	0	9	7.598	GO:0098531	MF	e	ligand-activated transcription factor activity	4/8	53/20424	2.8063638187831824e-09	3	4	1.1326016645305794e-06	ENSG00000091831, ENSG00000131759, ENSG00000140009, ENSG00000169083
CIR	0	11	5.112	GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	6/8	456/20424	3.2323255028479576e-09	4	6	1.1782462603977837e-06	ENSG00000087510, ENSG00000091831, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	11	5.1	GO:0001216	MF	e	DNA-binding transcription activator activity	6/8	460/20424	3.406039158696876e-09	3	6	1.1782462603977837e-06	ENSG00000087510, ENSG00000091831, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
CIR	0	16	3.541	GO:0140110	MF	e	transcription regulator activity	8/8	1919/20424	5.9940976454086e-09	1	8	1.9352943264475903e-06	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	23	3.211	GO:0003677	MF	e	DNA binding	8/8	2473/20424	4.5744596064276844e-08	4	8	1.3846317421205798e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	24	6.578	GO:0001221	MF	e	transcription coregulator binding	4/8	108/20424	5.091831513670216e-08	4	4	1.4505729423944034e-05	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	37	7.589	GO:0001223	MF	e	transcription coactivator binding	3/8	40/20424	3.870660723695118e-07	5	3	0.00010264191315369846	ENSG00000091831, ENSG00000131759, ENSG00000169083
CIR	0	37	10.734	GO:0030284	MF	e	estrogen receptor activity	2/8	3/20424	4.0268353291766893e-07	4	2	0.00010264191315369846	ENSG00000091831, ENSG00000140009
CIR	0	39	10.319	GO:0034056	MF	e	estrogen response element binding	2/8	4/20424	8.052093189089903e-07	10	2	0.000194981436573812	ENSG00000091831, ENSG00000140009
CIR	0	45	2.621	GO:0003676	MF	e	nucleic acid binding	8/8	3963/20424	1.9979804998002546e-06	3	8	0.00046077236002536344	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	56	5.019	GO:0001217	MF	e	DNA-binding transcription repressor activity	4/8	325/20424	4.189675287862103e-06	3	4	0.0009222998826870983	ENSG00000087510, ENSG00000131759, ENSG00000136997, ENSG00000137203
CIR	0	57	6.278	GO:0005496	MF	e	steroid binding	3/8	100/20424	6.265331873160248e-06	3	3	0.001319260967900656	ENSG00000091831, ENSG00000140009, ENSG00000169083
CIR	0	79	7.74	GO:0001091	MF	e	RNA polymerase II general transcription initiation factor binding	2/8	24/20424	3.689478105887594e-05	5	2	0.007147256986725447	ENSG00000091831, ENSG00000169083
CIR	0	79	7.74	GO:0003707	MF	e	steroid hormone receptor activity	2/8	24/20424	3.689478105887594e-05	3	2	0.007147256986725447	ENSG00000091831, ENSG00000140009
CIR	0	80	4.215	GO:0003682	MF	e	chromatin binding	4/8	581/20424	4.141986880708823e-05	2	4	0.007715247101258781	ENSG00000091831, ENSG00000131759, ENSG00000137203, ENSG00000169083
CIR	0	81	4.19	GO:0008134	MF	e	transcription factor binding	4/8	592/20424	4.4576997936429376e-05	3	4	0.007995792629856573	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
CIR	0	83	2.162	GO:1901363	MF	e	heterocyclic compound binding	8/8	5879/20424	4.697074290499411e-05	2	8	0.00812426099603166	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	84	2.147	GO:0097159	MF	e	organic cyclic compound binding	8/8	5956/20424	5.21271551355166e-05	2	8	0.008705234907631271	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
CIR	0	110	3.801	GO:0008289	MF	e	lipid binding	4/8	789/20424	0.00013661713221049576	2	4	0.022054559043181033	ENSG00000091831, ENSG00000131759, ENSG00000140009, ENSG00000169083
CIR	0	114	3.76	GO:0008270	MF	e	zinc ion binding	4/8	814/20424	0.00015418688239985593	6	4	0.024087970047177495	ENSG00000091831, ENSG00000131759, ENSG00000140009, ENSG00000169083
CIR	0	115	6.632	GO:0140296	MF	e	general transcription initiation factor binding	2/8	52/20424	0.00017628539046076838	4	2	0.026679692062546917	ENSG00000091831, ENSG00000169083
CIR	0	116	4.636	GO:0001227	MF	e	DNA-binding transcription repressor activity, RNA polymerase II-specific	3/8	321/20424	0.00020314373377338193	4	3	0.0298128818989239	ENSG00000087510, ENSG00000136997, ENSG00000137203
CIR	0	119	6.428	GO:0001098	MF	e	basal transcription machinery binding	2/8	60/20424	0.0002349443697599811	3	2	0.03250958807850253	ENSG00000091831, ENSG00000169083
CIR	0	119	6.428	GO:0001099	MF	e	basal RNA polymerase II transcription machinery binding	2/8	60/20424	0.0002349443697599811	4	2	0.03250958807850253	ENSG00000091831, ENSG00000169083
CIR	1	11	3.173	GO:0006357	BP	e	regulation of transcription by RNA polymerase II	12/12	2547/20424	1.3828995085344317e-11	10	12	2.130909852700706e-07	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
CIR	1	12	3.92	GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	10/12	1204/20424	2.8949126516317615e-11	11	10	2.2303854524496908e-07	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
CIR	1	14	2.82	GO:0006355	BP	e	regulation of transcription, DNA-templated	12/12	3369/20424	3.992165164401432e-10	9	12	1.0397824255341308e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
CIR	1	14	2.82	GO:1903506	BP	e	regulation of nucleic acid-templated transcription	12/12	3370/20424	4.0064313888537914e-10	8	12	1.0397824255341308e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
CIR	1	14	2.816	GO:2001141	BP	e	regulation of RNA biosynthetic process	12/12	3379/20424	4.1369465196245455e-10	7	12	1.0397824255341308e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
